icao24,registration,aircraft_manufacturer,aircraft_model,aircraft_category,engine_manufacturer,engine_model,engine_count
a0c17e,N148MC,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
ad0b63,N94FY,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
a54f31,N441JW,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
a5f90b,N484SF,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
a34c86,N311WK,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
aa641b,N769MS,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
4844ab,P4-ADD,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
ab5c31,N831BG,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
a193ee,N200VR,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
0d0972,XA-POS,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
780621,B-8120,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
a8170a,N620JE,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
4406d3,OE-HNG,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
44048c,OE-HSN,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
a19324,N200MP,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
a399a3,N331BD,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
aab387,N789SB,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
a2073a,N23M,Gulfstream,G280,Small,Honeywell,HTF7250G,2
899126,B-66666,Gulfstream,G280,Small,Honeywell,HTF7250G,2
780d26,B-8305,Gulfstream,G280,Small,Honeywell,HTF7250G,2
ada8cf,N98AD,Gulfstream,G280,Small,Honeywell,HTF7250G,2
a2ce75,N280EX,Gulfstream,G280,Small,Honeywell,HTF7250G,2
ab404e,N824GA,Gulfstream,G280,Small,Honeywell,HTF7250G,2
a2e5d1,N286RW,Gulfstream,G280,Small,Honeywell,HTF7250G,2
a2e0ef,N285DX,Gulfstream,G280,Small,Honeywell,HTF7250G,2
3cac34,D-BKAT,Gulfstream,G280,Small,Honeywell,HTF7250G,2
a47320,N386RW,Gulfstream,G280,Small,Honeywell,HTF7250G,2
0d08b2,XA-BAY,Gulfstream,G280,Small,Honeywell,HTF7250G,2
a1b400,N209FS,Gulfstream,G280,Small,Honeywell,HTF7250G,2
a39489,N33M,Gulfstream,G280,Small,Honeywell,HTF7250G,2
a2ce95,N280GD,Gulfstream,G280,Small,Honeywell,HTF7250G,2
43e9ad,M-ASIK,Gulfstream,G280,Small,Honeywell,HTF7250G,2
e491b2,PR-FRT,Gulfstream,G280,Small,Honeywell,HTF7250G,2
020114,CN-TRS,Gulfstream,G280,Small,Honeywell,HTF7250G,2
a7d2af,N603D,Gulfstream,G280,Small,Honeywell,HTF7250G,2
424314,VP-BBI,Gulfstream,G280,Small,Honeywell,HTF7250G,2
a2cf46,N280PF,Gulfstream,G280,Small,Honeywell,HTF7250G,2
a39d63,N332BN,Gulfstream,G280,Small,Honeywell,HTF7250G,2
a1f7e2,N226GA,Gulfstream,G280,Small,Honeywell,HTF7250G,2
6008d0,4K-AZ208,Gulfstream,G280,Small,Honeywell,HTF7250G,2
0d086d,XA-PAZ,Gulfstream,G280,Small,Honeywell,HTF7250G,2
ab203d,N816GA,Gulfstream,G280,Small,Honeywell,HTF7250G,2
43ea70,M-INTY,Gulfstream,G280,Small,Honeywell,HTF7250G,2
882e07,HS-KPG,Gulfstream,G280,Small,Honeywell,HTF7250G,2
a1e54f,N221GA,Gulfstream,G280,Small,Honeywell,HTF7250G,2
a2ce94,N280GC,Gulfstream,G280,Small,Honeywell,HTF7250G,2
42433c,VP-BRJ,Gulfstream,G280,Small,Honeywell,HTF7250G,2
c02df1,C-FRKI,Gulfstream,G280,Small,Honeywell,HTF7250G,2
ab926c,N845A,Gulfstream,G280,Small,Honeywell,HTF7250G,2
a2cf8f,N280SD,Gulfstream,G280,Small,Honeywell,HTF7250G,2
43ea88,M-ISTY,Gulfstream,G280,Small,Honeywell,HTF7250G,2
0d08a3,XA-FMX,Gulfstream,G280,Small,Honeywell,HTF7250G,2
a2cd3b,N28SJ,Gulfstream,G280,Small,Honeywell,HTF7250G,2
43e98e,M-AYBE,Gulfstream,G280,Small,Honeywell,HTF7250G,2
424778,VP-CVH,Gulfstream,G280,Small,Honeywell,HTF7250G,2
78005c,B-8303,Gulfstream,G280,Small,Honeywell,HTF7250G,2
600918,4K-AZ280,Gulfstream,G280,Small,Honeywell,HTF7250G,2
ad9dab,N977AE,Gulfstream,G280,Small,Honeywell,HTF7250G,2
44002e,OE-HWM,Gulfstream,G280,Small,Honeywell,HTF7250G,2
a2cfc7,N280UK,Gulfstream,G280,Small,Honeywell,HTF7250G,2
781195,B-3256,Gulfstream,G280,Small,Honeywell,HTF7250G,2
780c84,B-3258,Gulfstream,G280,Small,Honeywell,HTF7250G,2
a2d5d0,N282EC,Gulfstream,G280,Small,Honeywell,HTF7250G,2
a4360a,N370Z,Gulfstream,G280,Small,Honeywell,HTF7250G,2
a0ff2b,N1630,Gulfstream,G280,Small,Honeywell,HTF7250G,2
acd8c2,N927GA,Gulfstream,G280,Small,Honeywell,HTF7250G,2
49d53f,OK-GTX,Gulfstream,G280,Small,Honeywell,HTF7250G,2
e4914a,PP-MAO,Gulfstream,G280,Small,Honeywell,HTF7250G,2
440759,OE-HPA,Gulfstream,G280,Small,Honeywell,HTF7250G,2
43ea31,M-ELAS,Gulfstream,G280,Small,Honeywell,HTF7250G,2
c0546d,C-GFZG,Gulfstream,G280,Small,Honeywell,HTF7250G,2
48b70c,SP-NVM,Gulfstream,G280,Small,Honeywell,HTF7250G,2
a1b409,N209GA,Gulfstream,G280,Small,Honeywell,HTF7250G,2
acc9e6,N923GA,Gulfstream,G280,Small,Honeywell,HTF7250G,2
e491b5,PR-CRC,Gulfstream,G280,Small,Honeywell,HTF7250G,2
a2cf53,N280PU,Gulfstream,G280,Small,Honeywell,HTF7250G,2
780c13,B-8280,Gulfstream,G280,Small,Honeywell,HTF7250G,2
a2cea8,N280GY,Gulfstream,G280,Small,Honeywell,HTF7250G,2
a38c9f,N328GA,Gulfstream,G280,Small,Honeywell,HTF7250G,2
ad5a5c,N96FT,Gulfstream,G280,Small,Honeywell,HTF7250G,2
a2dd47,N284EM,Gulfstream,G280,Small,Honeywell,HTF7250G,2
780766,B-8166,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a04838,N117WR,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a1e99d,N222NB,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
506c32,S5-JVA,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
4b9c30,TC-GAP,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a67fce,N518GS,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
aaf0c0,N804AG,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
e48b07,PR-LHW,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a7c74f,N600AR,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
43e9cb,M-MNVN,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
c00810,C-FDBJ,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a21f58,N236FS,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
ad6b99,N964GA,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a8d751,N669T,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
4241d7,VP-CLI,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
424755,VP-CYH,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
abe23e,N865JM,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a5ece3,N481FX,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a572b3,N450GA,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
ab28ce,N818TS,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
ac8641,N906JC,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
780a03,B-LWW,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
780b2a,B-8271,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a9cbe1,N730JP,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a3dc8e,N348RS,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a43245,N37JL,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
761047,4270,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
600bc6,4K-LAR,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
500109,T7-BRG,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a00241,N1Z,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a08114,N131YF,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a7f632,N612AF,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a5818b,N454FX,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
4bda8e,TC-VTN,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
ab2c6c,N819SS,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a50bd6,N424PX,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
7806bb,B-8128,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a05817,N121GZ,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
43ea13,M-KKCO,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
600b78,4K-AZ888,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a18da2,N2DF,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
710031,HZ-SK3,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a6892c,N520CM,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
ab07ad,N81GV,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
4bd248,TC-TRH,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
43e8bc,M-DKVL,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
3c5ed3,D-AGVS,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a4b1f8,N401SR,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
ab0368,N809BC,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a41451,N362GA,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a1dca0,N219TF,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a0a734,N141JE,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a25784,N250AF,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a03fd0,N115LR,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
42474b,VP-CMC,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
ab27fa,N818KE,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a4e822,N415QS,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a57605,N451C,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a82d58,N626JJ,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a57316,N450L,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a1c8de,N214FC,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a5a90a,N464FX,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a00062,N1DW,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a5721e,N450AB,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a1eac6,N222ZZ,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
ab07a3,N81GK,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a4675a,N383KK,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a087d0,N133RC,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
acfd14,N936MP,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a0763c,N129MH,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
ab8f51,N844GF,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
ac7ae7,N903G,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
5000c9,T7-BSA,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
780ed7,B-3029,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a600e3,N486WM,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a594ac,N459MP,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
aa8662,N7777N,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a2ba22,N275M,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a04da6,N119AD,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a3739b,N321SD,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a58d3e,N457MP,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
896494,A6-VPS,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a13f96,N18NY,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a850b3,N635E,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a4b125,N401JE,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a575f4,N451BH,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a233ed,N241CE,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
acd5fb,N926RR,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a79048,N587DV,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a0bf4c,N14717,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
4247b3,VP-CPD,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a21fd2,N236LP,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
896294,A6-ORX,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
acaae9,N915TB,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a258fe,N250RJ,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a3baaf,N3398A,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a5743f,N450XX,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a6331a,N499SC,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a16ad7,N1902P,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a694e7,N523JM,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
aa7f7c,N776BT,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a57334,N450ME,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
424242,VP-BAK,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a572d0,N450HE,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
7103e8,HZ-MS4B,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a19d64,N203CK,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a7b3ff,N596DC,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a572a2,N450FJ,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a20280,N229AR,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
0d083d,XA-ELK,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
ab8ee9,N844CB,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
7101a1,HZ-MS4A,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a00331,N10JP,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
acb498,N918CC,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a569c4,N448QS,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a58598,N455KH,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a1c2e3,N212VZ,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a255c7,N25GM,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a572f5,N450JS,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
710030,HZ-SK2,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a2a4a9,N27FJ,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a572da,N450HQ,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a10bb3,N167AD,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a573c5,N450T,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
440571,OE-IMZ,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a0302b,N111CQ,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a36f24,N320JM,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a5e790,N48PL,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a00118,N1MC,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a591e1,N458X,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a6bd32,N533SR,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a04e6f,N119JE,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a12be4,N175BL,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a7a555,N592FC,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a46e81,N385GP,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a57666,N451FX,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
aca287,N913HH,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a5722c,N450AR,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a7e92a,N609EZ,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
896268,A6-FLH,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
44061f,OE-LAI,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a1891d,N1986R,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a552c6,N442HM,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
ac8d19,N908CC,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a66530,N511AK,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
780d3a,B-8308,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a0439a,N116MK,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a2cba6,N28AD,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
acffca,N937BG,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
aba628,N85MX,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a1effe,N224BH,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
44054c,OE-IZK,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
0d09de,XA-ZPS,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
4bb741,TC-MZA,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a1f3dc,N225CX,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a22e7e,N24JR,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a588f9,N456FX,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a54bb2,N440MB,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
aaf663,N805VZ,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a8cfdd,N667SU,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
ab30ef,N820AV,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
ad8fe0,N973MC,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
aae1e8,N800AL,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a57412,N450WB,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
300575,I-XPRA,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a5772d,N451PW,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
ab6c91,N835SV,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a0052d,N100EW,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a95a3c,N701WC,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a58cb0,N457FX,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
7808f8,B-8251,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
300604,I-BMPG,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a572b9,N450GG,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
ac3cbd,N888ND,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a59ec1,N461QS,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
440754,OE-IIE,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
44094b,OE-ITE,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
acc5cc,N922CB,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a54c0c,N440QS,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
ab1878,N814CP,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a21fbb,N236KR,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a0ceb3,N151JE,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
514056,4L-GAF,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
ad0ba2,N94JL,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
aba859,N850LG,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
0d0425,XA-GMX,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a573f8,N450VA,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a572e7,N450JC,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
ac7fb4,N904TC,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a95169,N7RX,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
ab23ad,N817DE,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a19ea2,N203RC,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a7cf4c,N602GJ,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
4bc8a3,TC-REC,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a66a5d,N512RJ,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
780a02,B-LCK,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a5941e,N459FX,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a57dd4,N453FX,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a8cf37,N667LC,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a19040,N20G,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a4bb8d,N404AR,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
4241e5,VP-CQQ,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a96447,N704JW,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a520c9,N43AD,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a63b72,N500RL,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
43e969,M-KBBG,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
401057,G-TAYC,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a5730d,N450KR,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a18143,N1963N,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a572af,N450FX,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
43e9eb,M-YANG,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a4a99c,N4TD,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a5b7e6,N468FX,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a8eabb,N674BP,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a2c561,N278NA,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
ac42f9,N88999,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a58542,N455FX,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
5000df,T7-ZZZ,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
4b1861,HB-JGB,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a248ce,N2461K,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a713ad,N555TF,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a067f4,N125TF,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
4241ad,VP-CET,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
acb4c7,N918E,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
762bf4,J-756,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a58a0b,N456SW,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
ab3c00,N823A,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a4bcd8,N404PX,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a15c44,N187SG,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a1bfcf,N21112,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
780104,B-8155,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
440787,OE-LAR,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a99b16,N718PM,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a5730f,N450KT,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a4c0a3,N405QS,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a57279,N450DT,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
440857,OE-ILE,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
abecaa,N868BB,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
5000cf,T7-AZH,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
4d2151,9H-SPA,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a66a2e,N512PM,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a522e4,N43XT,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
a80ade,N617XT,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
780a51,B-LIS,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
ac8695,N906MM,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
780a10,B-LWX,Gulfstream,G450,Large,Rolls-Royce,Tay 611-8C,2
