icao24,registration,aircraft_manufacturer,aircraft_model,aircraft_category,engine_manufacturer,engine_model,engine_count
a77e2f,N582JS,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
e48dbd,PP-OLY,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
e49150,PP-WPM,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
3e174b,D-IAAD,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
a7ca5d,N6005Y,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
e40148,PP-XOG,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
0d09bb,XA-ATJ,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
3e1bcb,D-IBSL,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
40724e,G-MEPT,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
e48f87,PR-TDM,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
e48456,PR-DRC,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
e48dfd,PR-FYB,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
e484ad,PR-SPJ,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
39ae38,F-HLRY,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
a4adfe,N400PZ,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
4912d3,CS-DVS,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
a1193b,N170AP,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
00b199,ZS-STS,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
49d38f,OK-VAN,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
43e7df,M-KELY,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
e48b77,PT-HRI,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
50009e,T7-VYT,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
e485ec,PR-PCM,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
3e1759,D-IAAR,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
e48d74,PT-FSF,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
e4894b,PR-TDV,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
e49044,PR-PLR,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
e48242,PR-DDO,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
e48493,PR-DAY,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
4072b9,G-MEPS,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
3e3463,D-ILAP,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
e4862d,PR-BET,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
a7e53a,N608CS,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
a5799a,N452AR,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
e48de3,PP-LMH,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
e48486,PR-CSW,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
764104,V-4104,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
a034f4,N112PP,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
e4849f,PP-MRV,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
a877df,N645AS,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
e487f1,PP-UBS,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
780f17,B-3113,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
e4809c,PP-XOJ,Embraer,Phenom 100,Small,Pratt & Whitney Canada,PW617,2
3cefc0,D-CSCE,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e48eb6,PP-CMJ,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e49037,PT-PCH,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
4075cd,G-DCMT,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
3ce0f7,D-CMMP,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e489a0,PR-ERE,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
3ce12d,D-CMOR,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a639f4,N500AD,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
407039,G-POWO,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e48a49,PP-UTI,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e48b63,PP-MDA,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e48d5a,PP-WLP,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
494108,CS-PHH,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e48622,PP-MCL,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
0d069e,XA-CAN,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
7100c6,HZ-SK12,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e4905c,PP-NBB,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e48eb5,PP-CGG,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
43ea4e,M-HPIN,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e48dfe,PP-SCN,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e40130,PP-XVJ,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
7810e4,B-3355,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a7c2e7,N6DQ,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a3d3a9,N346AS,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a5223f,N43RC,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e48c80,PP-URA,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
3cd032,D-CGDM,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a32eb6,N304FL,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
0d09e3,XA-FLA,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
4072f5,G-CKAZ,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a9029e,N68TY,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
4070bb,G-JMBO,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e48f37,PP-NRN,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
3cce03,D-CFHZ,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a3213d,N300VR,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e48f72,PR-NGM,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
0d0920,XA-LOB,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e48d53,PR-WIN,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
3cd32a,D-CHGS,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e48eb7,PP-HUC,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a10568,N165MV,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
4068f0,G-JAGA,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a654f4,N507LJ,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a31e19,N30MN,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a5e728,N48KG,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
494107,CS-PHG,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e48598,PT-MLJ,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
493201,CS-LPA,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
494110,CS-PHP,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e8095a,CC-AND,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
ad9414,N974SC,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
ab63bc,N833CL,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e4012f,PP-XVI,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
abe185,N865BB,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e49279,PR-HRO,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
43ed51,2-EMBR,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
43e956,M-MDMH,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e48f74,PP-MCG,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
3cdd18,D-CLAM,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
ad9e78,N977JK,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a3231a,N301AS,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a446c7,N375EE,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
494106,CS-PHF,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
3cd34e,D-CHIC,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a2efee,N289FG,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
4d02e7,LX-TAC,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
49410a,CS-PHJ,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
3cc2d0,D-CBBS,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e492d2,PR-FVF,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
aae9b4,N802EE,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
39a56c,F-HJLM,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a4103a,N361CE,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
494103,CS-PHC,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
3cd3ab,D-CHLR,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
39bd2b,F-HPJL,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a35ec5,N316TA,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e48f73,PP-NEF,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
00a14a,ZS-MPD,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
39a1e4,F-HIPE,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
7810e5,B-3356,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
aba530,N85BZ,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e49151,PR-DRJ,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a56a0a,N448TM,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
440841,OE-GDF,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e4859a,PP-OAC,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
ade450,N9943R,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
43e9e3,M-ELON,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a0e436,N157AF,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a41804,N363FX,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a41014,N361AS,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
407064,G-KRBN,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e49027,PR-DLN,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
3cdd32,D-CLBM,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
43e9f5,M-KGTS,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e488c9,PP-OGX,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
3cef8e,D-CSAG,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e48ef3,PP-LMR,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
ada916,N98D,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
0d099c,XA-CSS,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e48e3f,PR-HJM,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
48b226,SP-MSG,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
44090a,OE-GPL,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a7c3a7,N6MG,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e48e64,PP-BPS,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
49d56e,OK-PHA,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
494101,CS-PHA,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
49d4cf,OK-STS,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
ac5ca9,N896LS,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
3cdb56,D-CKJE,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
00b21d,ZS-SYU,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a9c934,N73FE,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e488de,PR-STA,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a00ebd,N10217,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
8a0395,PK-JCO,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a17bd4,N195MC,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
3cc09c,D-CAGA,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e47e71,PR-SAD,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e48a88,PP-LID,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a15d6e,N1873,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e48624,PR-ALU,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
780baa,B-9060,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
ab8d3b,N843YY,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
ada2a5,N978PC,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e48fde,PP-EPH,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e40132,PP-XVL,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e48925,PP-OVD,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
3cc9f3,D-CDTZ,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e48ef4,PR-BJA,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
4072a3,G-SRFA,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a6eae8,N545EE,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
3cc790,D-CCWM,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a339db,N307FL,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
ad7e2e,N969GC,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
3cc5f0,D-CCGM,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e48a8b,PR-GCR,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
407185,G-HNPN,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a9965d,N717DD,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e40131,PP-XVK,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
49d387,OK-PHO,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e4865b,PT-PVB,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
ade63e,N995LP,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
71011b,HZ-SK14,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
5000a9,T7-AAK,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
0d0a2b,XA-VGL,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
3992ab,F-HEVL,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e488ca,PP-LGD,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
494105,CS-PHE,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
398477,F-HBDX,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
494102,CS-PHB,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
43ee73,2-OOPC,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
3990c0,F-HEGA,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a5c67e,N471TD,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
500083,T7-ANB,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
0d0a71,XA-BPS,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
440785,OE-GDP,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
39a431,F-HJBR,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e49055,PP-JDB,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
39b18b,F-HMML,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e48f75,PR-AJN,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a35da3,N316FL,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
3cc7fe,D-CDAS,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e48e07,PP-MPB,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e4923f,PP-VFV,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
683200,UP-EM009,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
70c0b6,A4O-CY,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e48fd2,PP-IBR,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e48ce3,PP-EMO,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a413cb,N362AS,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
39a4a6,F-HJFG,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
71011a,HZ-SK13,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
ab9d9d,N848AM,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
ad273a,N947AS,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
3ced29,D-CRCR,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e49054,PP-CTS,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e48595,PR-DHP,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
494104,CS-PHD,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
7c68b7,VH-UYX,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
00872e,ZS-CSB,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
500200,T7-SST,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e48d62,PR-EFT,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a8cada,N666DM,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
3ce629,D-COLT,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e48fd1,PP-LJA,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a43815,N371FX,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
3cd3b7,D-CHMD,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
3cc1db,D-CASH,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
3cdde1,D-CLIF,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a066a2,N125DT,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
8007e8,VT-AJJ,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
3cfc63,D-CWWP,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e48620,PT-PVH,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
43e927,M-APLE,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a379e7,N323EP,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
500087,T7-ANA,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a617a1,N492BB,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a7bcca,N598TB,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
aba5cc,N85JE,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
3cce74,D-CFMI,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
491291,CS-DTQ,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e48fd3,PT-PVC,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a7d261,N60298,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e48d6e,PP-NMM,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a16ff0,N192DM,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
a8db5a,N67WG,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
0d09b3,XA-BRA,Embraer,Phenom 300,Small,Pratt & Whitney Canada,PW535,2
e4018f,PR-ZXL,Embraer,Praetor 500,Large,Honeywell,HTF7500E,2
39a56f,F-HJLP,Embraer,Praetor 600,Large,Honeywell,HTF7500E,2
ac34b5,N886G,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
4408b6,OE-HMA,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
406ad7,G-ZZOO,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
8004c0,VT-PLA,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
a952f3,N70HQ,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
0d06fb,XA-DRE,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
88202e,HS-HAN,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
e48c48,PR-DEA,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
a46687,N383AZ,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
440988,OE-HOP,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
a37763,N322SW,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
600858,4K-AZ88,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
43ea50,M-ROIL,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
43ea84,M-ALIK,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
49d01e,OK-GLF,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
a38859,N327AH,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
a5f3ca,N483AM,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
4069b9,G-GZOO,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
800661,VT-SNP,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
ab58b7,N830DT,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
0d0a65,XA-SRD,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
a5798d,N452AC,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
e4884b,PR-MMP,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
a90b3c,N682GA,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
a920f8,N688AJ,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
0ac339,HK-5154,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
ab27f1,N818JW,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
a13b65,N179JA,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
4247ae,VP-CDL,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
a0b259,N144JE,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
a18ee1,N2S,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
a4d9d3,N411WH,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
4403e2,OE-HAS,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
a60be6,N489VC,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
a2abab,N271RA,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
a2406b,N244S,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
7803cb,B-8129,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
a4db9c,N412AP,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
a0011f,N1MK,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
ac26da,N882SG,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
43ea49,M-SBUR,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
0641d3,5N-BTF,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
0d0a1c,XA-AAN,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
a00965,N101L,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
a41f27,N365CX,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
a6869e,N52AJ,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
a7959c,N588WH,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
a85445,N636CN,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
a3a57d,N334JK,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
a242eb,N245DP,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
a192f1,N200KN,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
ab2f01,N82FB,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
0d0250,XA-MDK,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
43e951,M-SASS,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
a788ca,N585DD,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
a39aab,N331MT,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
a05813,N121GV,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
43e8d1,M-NICE,Gulfstream,G200,Small,Pratt & Whitney Canada,PW306A,2
